position,predictions,duration_m,pred/actual,diff,"diff, %",diff^2,stand.deviation,z score,,MSE=,35.9118664174
2254,5.53,5.52,100%,0.01,0%,0.00,0.01,-0.33,,,
11075,3.46,3.45,100%,0.01,0%,0.00,0.01,-0.67,,,
11348,9.15,9.13,100%,0.01,0%,0.00,0.01,0.28,,,
9438,3.16,3.15,100%,0.00,0%,0.00,0.00,-0.72,,,
4166,13.11,13.11,100%,0.00,0%,0.00,0.00,0.94,,,
6660,2.23,2.23,100%,0.00,0%,0.00,0.00,-0.87,,,
8579,5.39,5.39,100%,0.00,0%,0.00,0.00,-0.35,,,
1561,2.23,2.23,100%,0.00,0%,0.00,0.00,-0.87,,,
594,3.25,3.25,100%,0.00,0%,0.00,0.00,-0.70,,,
8305,4.50,4.50,100%,0.00,0%,0.00,0.00,-0.50,,,
3856,7.81,7.82,100%,0.00,0%,0.00,0.00,0.06,,,
7910,14.94,14.95,100%,-0.01,0%,0.00,0.01,1.25,,,
85,7.12,7.13,100%,-0.01,0%,0.00,0.01,-0.06,,,
10895,5.09,5.09,100%,-0.01,0%,0.00,0.01,-0.40,,,
5345,3.21,3.22,100%,0.00,0%,0.00,0.00,-0.71,,,
108,11.25,11.27,100%,-0.02,0%,0.00,0.02,0.63,,,
12131,7.28,7.29,100%,-0.01,0%,0.00,0.01,-0.03,,,
1965,7.87,7.89,100%,-0.01,0%,0.00,0.01,0.07,,,
6822,11.17,11.20,100%,-0.03,0%,0.00,0.03,0.62,,,
3582,3.31,3.32,100%,-0.01,0%,0.00,0.01,-0.69,,,
7275,3.93,3.94,100%,-0.02,0%,0.00,0.02,-0.59,,,
4189,8.11,8.15,100%,-0.04,0%,0.00,0.04,0.11,,,
10518,4.35,4.37,100%,-0.02,0%,0.00,0.02,-0.52,,,
3899,5.00,5.03,100%,-0.02,0%,0.00,0.02,-0.41,,,
12660,5.53,5.55,100%,-0.03,0%,0.00,0.03,-0.32,,,
4425,22.10,22.24,99%,-0.14,-1%,0.02,0.14,2.47,,,
13133,23.23,23.39,99%,-0.16,-1%,0.02,0.16,2.66,,,
3589,6.75,6.80,99%,-0.05,-1%,0.00,0.05,-0.11,,,
12714,4.11,4.14,99%,-0.03,-1%,0.00,0.03,-0.56,,,
5835,7.85,7.92,99%,-0.06,-1%,0.00,0.06,0.07,,,
6936,6.55,6.60,99%,-0.06,-1%,0.00,0.06,-0.14,,,
4660,12.04,12.16,99%,-0.11,-1%,0.01,0.11,0.78,,,
853,13.86,14.00,99%,-0.13,-1%,0.02,0.13,1.09,,,
6011,1.79,1.81,99%,-0.02,-1%,0.00,0.02,-0.95,,,
12844,7.58,7.66,99%,-0.07,-1%,0.01,0.07,0.03,,,
1220,10.18,10.28,99%,-0.10,-1%,0.01,0.10,0.47,,,
3716,7.38,7.46,99%,-0.07,-1%,0.01,0.07,0.00,,,
377,4.26,4.30,99%,-0.04,-1%,0.00,0.04,-0.53,,,
1993,2.57,2.60,99%,-0.03,-1%,0.00,0.03,-0.81,,,
12463,9.07,9.17,99%,-0.10,-1%,0.01,0.10,0.28,,,
7949,6.79,6.87,99%,-0.07,-1%,0.01,0.07,-0.10,,,
4534,7.25,7.33,99%,-0.08,-1%,0.01,0.08,-0.02,,,
527,3.64,3.68,99%,-0.04,-1%,0.00,0.04,-0.63,,,
7808,8.22,8.31,99%,-0.09,-1%,0.01,0.09,0.14,,,
1315,5.39,5.45,99%,-0.06,-1%,0.00,0.06,-0.34,,,
6838,2.50,2.53,99%,-0.03,-1%,0.00,0.03,-0.82,,,
12033,4.45,4.50,99%,-0.06,-1%,0.00,0.06,-0.50,,,
10353,1.33,1.35,99%,-0.02,-1%,0.00,0.02,-1.02,,,
4151,3.37,3.42,99%,-0.04,-1%,0.00,0.04,-0.68,,,
6516,9.27,9.40,99%,-0.12,-1%,0.01,0.12,0.32,,,
10217,3.63,3.68,99%,-0.05,-1%,0.00,0.05,-0.63,,,
10478,2.27,2.30,99%,-0.03,-1%,0.00,0.03,-0.86,,,
4559,4.28,4.34,99%,-0.06,-1%,0.00,0.06,-0.52,,,
6207,3.56,3.61,99%,-0.05,-1%,0.00,0.05,-0.64,,,
12831,4.76,4.83,99%,-0.07,-1%,0.00,0.07,-0.44,,,
10673,4.15,4.21,99%,-0.06,-1%,0.00,0.06,-0.54,,,
3299,4.05,4.11,99%,-0.06,-1%,0.00,0.06,-0.56,,,
10128,5.24,5.32,98%,-0.08,-2%,0.01,0.08,-0.36,,,
5172,10.03,10.19,98%,-0.16,-2%,0.02,0.16,0.45,,,
6966,5.08,5.16,98%,-0.08,-2%,0.01,0.08,-0.39,,,
10074,3.40,3.45,98%,-0.05,-2%,0.00,0.05,-0.67,,,
2865,5.78,5.88,98%,-0.10,-2%,0.01,0.10,-0.27,,,
7134,13.18,13.40,98%,-0.22,-2%,0.05,0.22,0.99,,,
3995,4.23,4.30,98%,-0.07,-2%,0.01,0.07,-0.53,,,
11881,3.55,3.61,98%,-0.06,-2%,0.00,0.06,-0.64,,,
625,14.57,14.82,98%,-0.25,-2%,0.06,0.25,1.23,,,
9145,6.72,6.83,98%,-0.12,-2%,0.01,0.12,-0.11,,,
1143,2.13,2.17,98%,-0.04,-2%,0.00,0.04,-0.88,,,
9220,5.91,6.01,98%,-0.11,-2%,0.01,0.11,-0.24,,,
12869,10.03,10.22,98%,-0.19,-2%,0.03,0.19,0.46,,,
3442,15.03,15.31,98%,-0.28,-2%,0.08,0.28,1.31,,,
2994,4.38,4.47,98%,-0.08,-2%,0.01,0.08,-0.50,,,
7735,39.39,40.15,98%,-0.76,-2%,0.58,0.76,5.45,,,
7391,3.12,3.19,98%,-0.06,-2%,0.00,0.06,-0.71,,,
6651,6.02,6.14,98%,-0.12,-2%,0.02,0.12,-0.22,,,
3881,6.85,7.00,98%,-0.14,-2%,0.02,0.14,-0.08,,,
3841,8.78,8.97,98%,-0.19,-2%,0.04,0.19,0.25,,,
9398,10.55,10.78,98%,-0.23,-2%,0.05,0.23,0.55,,,
11725,18.45,18.86,98%,-0.41,-2%,0.16,0.41,1.90,,,
2608,2.44,2.50,98%,-0.06,-2%,0.00,0.06,-0.83,,,
12762,7.55,7.72,98%,-0.17,-2%,0.03,0.17,0.04,,,
7035,2.82,2.89,98%,-0.07,-2%,0.00,0.07,-0.76,,,
595,15.21,15.57,98%,-0.36,-2%,0.13,0.36,1.35,,,
5236,3.79,3.88,98%,-0.09,-2%,0.01,0.09,-0.60,,,
5749,10.17,10.41,98%,-0.25,-2%,0.06,0.25,0.49,,,
4400,7.83,8.02,98%,-0.19,-2%,0.04,0.19,0.09,,,
4131,8.14,8.35,98%,-0.20,-2%,0.04,0.20,0.15,,,
2738,5.42,5.55,98%,-0.14,-2%,0.02,0.14,-0.32,,,
4970,4.29,4.40,98%,-0.11,-2%,0.01,0.11,-0.51,,,
10159,5.51,5.65,97%,-0.14,-3%,0.02,0.14,-0.30,,,
4693,14.92,15.31,97%,-0.39,-3%,0.15,0.39,1.31,,,
6900,4.42,4.53,97%,-0.12,-3%,0.01,0.12,-0.49,,,
2628,7.39,7.59,97%,-0.20,-3%,0.04,0.20,0.02,,,
8405,7.01,7.20,97%,-0.19,-3%,0.04,0.19,-0.05,,,
2991,11.96,12.29,97%,-0.33,-3%,0.11,0.33,0.80,,,
6023,2.75,2.83,97%,-0.08,-3%,0.01,0.08,-0.78,,,
12078,4.57,4.70,97%,-0.13,-3%,0.02,0.13,-0.46,,,
3673,5.21,5.36,97%,-0.15,-3%,0.02,0.15,-0.35,,,
2300,2.78,2.86,97%,-0.08,-3%,0.01,0.08,-0.77,,,
639,4.03,4.14,97%,-0.11,-3%,0.01,0.11,-0.56,,,
4479,3.51,3.61,97%,-0.10,-3%,0.01,0.10,-0.64,,,
12851,7.09,7.29,97%,-0.20,-3%,0.04,0.20,-0.03,,,
5664,5.46,5.62,97%,-0.16,-3%,0.03,0.16,-0.31,,,
4880,8.46,8.71,97%,-0.25,-3%,0.06,0.25,0.21,,,
2748,13.68,14.09,97%,-0.41,-3%,0.17,0.41,1.11,,,
9543,5.68,5.85,97%,-0.17,-3%,0.03,0.17,-0.27,,,
8797,3.38,3.48,97%,-0.10,-3%,0.01,0.10,-0.67,,,
6434,7.55,7.79,97%,-0.23,-3%,0.05,0.23,0.05,,,
6343,14.63,15.08,97%,-0.45,-3%,0.20,0.45,1.27,,,
550,10.65,10.97,97%,-0.33,-3%,0.11,0.33,0.58,,,
8170,5.16,5.32,97%,-0.16,-3%,0.03,0.16,-0.36,,,
5738,9.59,9.89,97%,-0.30,-3%,0.09,0.30,0.40,,,
10062,23.70,24.44,97%,-0.74,-3%,0.55,0.74,2.83,,,
112,4.93,5.09,97%,-0.16,-3%,0.03,0.16,-0.40,,,
9659,7.77,8.02,97%,-0.25,-3%,0.06,0.25,0.09,,,
8904,8.17,8.44,97%,-0.27,-3%,0.07,0.27,0.16,,,
2031,3.78,3.91,97%,-0.13,-3%,0.02,0.13,-0.59,,,
5966,3.27,3.38,97%,-0.11,-3%,0.01,0.11,-0.68,,,
6621,2.73,2.83,97%,-0.09,-3%,0.01,0.09,-0.78,,,
5325,13.66,14.13,97%,-0.47,-3%,0.22,0.47,1.11,,,
2220,4.86,5.03,97%,-0.17,-3%,0.03,0.17,-0.41,,,
7560,26.42,27.34,97%,-0.92,-3%,0.84,0.92,3.31,,,
3263,12.89,13.34,97%,-0.45,-3%,0.21,0.45,0.98,,,
8949,4.35,4.50,97%,-0.15,-3%,0.02,0.15,-0.50,,,
9319,10.98,11.37,97%,-0.39,-3%,0.15,0.39,0.65,,,
10532,3.87,4.01,97%,-0.14,-3%,0.02,0.14,-0.58,,,
11972,4.22,4.37,97%,-0.15,-3%,0.02,0.15,-0.52,,,
3367,11.55,11.96,97%,-0.41,-3%,0.17,0.41,0.75,,,
3604,11.10,11.50,96%,-0.40,-4%,0.16,0.40,0.67,,,
4123,4.15,4.30,96%,-0.15,-4%,0.02,0.15,-0.53,,,
12255,4.02,4.17,96%,-0.15,-4%,0.02,0.15,-0.55,,,
3384,4.09,4.24,96%,-0.15,-4%,0.02,0.15,-0.54,,,
7145,2.03,2.10,96%,-0.08,-4%,0.01,0.08,-0.90,,,
9209,4.91,5.09,96%,-0.19,-4%,0.03,0.19,-0.40,,,
8728,6.49,6.74,96%,-0.25,-4%,0.06,0.25,-0.12,,,
5346,7.15,7.43,96%,-0.27,-4%,0.07,0.27,-0.01,,,
11765,13.76,14.29,96%,-0.53,-4%,0.28,0.53,1.14,,,
5355,1.99,2.07,96%,-0.08,-4%,0.01,0.08,-0.90,,,
3580,2.40,2.50,96%,-0.09,-4%,0.01,0.09,-0.83,,,
8020,6.92,7.20,96%,-0.27,-4%,0.07,0.27,-0.05,,,
11399,21.71,22.57,96%,-0.86,-4%,0.74,0.86,2.52,,,
9618,5.40,5.62,96%,-0.21,-4%,0.05,0.21,-0.31,,,
11989,8.18,8.51,96%,-0.33,-4%,0.11,0.33,0.17,,,
2058,6.57,6.83,96%,-0.27,-4%,0.07,0.27,-0.11,,,
7001,3.28,3.42,96%,-0.14,-4%,0.02,0.14,-0.68,,,
2532,9.27,9.66,96%,-0.39,-4%,0.15,0.39,0.37,,,
11820,9.43,9.82,96%,-0.40,-4%,0.16,0.40,0.39,,,
7013,3.56,3.71,96%,-0.15,-4%,0.02,0.15,-0.63,,,
3271,4.19,4.37,96%,-0.18,-4%,0.03,0.18,-0.52,,,
8214,5.74,5.98,96%,-0.24,-4%,0.06,0.24,-0.25,,,
10020,6.18,6.44,96%,-0.26,-4%,0.07,0.26,-0.17,,,
17,3.94,4.11,96%,-0.17,-4%,0.03,0.17,-0.56,,,
11391,5.42,5.65,96%,-0.24,-4%,0.06,0.24,-0.30,,,
10909,5.16,5.39,96%,-0.23,-4%,0.05,0.23,-0.35,,,
12010,4.00,4.17,96%,-0.17,-4%,0.03,0.17,-0.55,,,
537,12.78,13.34,96%,-0.56,-4%,0.31,0.56,0.98,,,
7946,9.32,9.73,96%,-0.41,-4%,0.17,0.41,0.38,,,
13142,10.60,11.07,96%,-0.47,-4%,0.22,0.47,0.60,,,
4811,17.59,18.37,96%,-0.78,-4%,0.61,0.78,1.82,,,
5605,6.95,7.26,96%,-0.31,-4%,0.10,0.31,-0.03,,,
1588,5.38,5.62,96%,-0.24,-4%,0.06,0.24,-0.31,,,
1810,5.19,5.42,96%,-0.23,-4%,0.05,0.23,-0.34,,,
8082,6.23,6.51,96%,-0.28,-4%,0.08,0.28,-0.16,,,
7008,7.98,8.35,96%,-0.36,-4%,0.13,0.36,0.15,,,
1511,2.48,2.60,96%,-0.11,-4%,0.01,0.11,-0.81,,,
415,5.50,5.75,96%,-0.25,-4%,0.06,0.25,-0.29,,,
2999,7.04,7.36,96%,-0.32,-4%,0.10,0.32,-0.02,,,
220,4.02,4.21,96%,-0.19,-4%,0.03,0.19,-0.54,,,
7376,2.23,2.33,96%,-0.10,-4%,0.01,0.10,-0.86,,,
11963,7.66,8.02,96%,-0.36,-4%,0.13,0.36,0.09,,,
10523,10.11,10.58,96%,-0.47,-4%,0.22,0.47,0.52,,,
8995,3.83,4.01,96%,-0.18,-4%,0.03,0.18,-0.58,,,
11349,4.80,5.03,96%,-0.22,-4%,0.05,0.22,-0.41,,,
7096,13.15,13.77,96%,-0.62,-4%,0.38,0.62,1.05,,,
8322,4.71,4.93,95%,-0.22,-5%,0.05,0.22,-0.42,,,
9102,2.20,2.30,95%,-0.10,-5%,0.01,0.10,-0.86,,,
8304,5.49,5.75,95%,-0.26,-5%,0.07,0.26,-0.29,,,
5257,3.35,3.52,95%,-0.16,-5%,0.03,0.16,-0.66,,,
7971,29.20,30.62,95%,-1.42,-5%,2.02,1.42,3.86,,,
278,7.77,8.15,95%,-0.38,-5%,0.15,0.38,0.11,,,
11192,4.85,5.09,95%,-0.24,-5%,0.06,0.24,-0.40,,,
368,2.06,2.17,95%,-0.10,-5%,0.01,0.10,-0.88,,,
7092,7.01,7.36,95%,-0.35,-5%,0.13,0.35,-0.02,,,
10845,10.27,10.81,95%,-0.54,-5%,0.29,0.54,0.56,,,
4134,50.90,53.55,95%,-2.66,-5%,7.06,2.66,7.69,,,
600,3.18,3.35,95%,-0.17,-5%,0.03,0.17,-0.69,,,
4179,5.02,5.29,95%,-0.27,-5%,0.07,0.27,-0.36,,,
1200,10.88,11.47,95%,-0.59,-5%,0.34,0.59,0.67,,,
10664,12.34,13.01,95%,-0.67,-5%,0.45,0.67,0.92,,,
9718,30.58,32.26,95%,-1.68,-5%,2.83,1.68,4.14,,,
11923,3.30,3.48,95%,-0.18,-5%,0.03,0.18,-0.67,,,
12344,4.27,4.50,95%,-0.24,-5%,0.06,0.24,-0.50,,,
10225,3.95,4.17,95%,-0.22,-5%,0.05,0.22,-0.55,,,
8151,9.11,9.63,95%,-0.52,-5%,0.27,0.52,0.36,,,
8975,8.21,8.67,95%,-0.47,-5%,0.22,0.47,0.20,,,
3310,5.65,5.98,95%,-0.33,-5%,0.11,0.33,-0.25,,,
12384,5.22,5.52,95%,-0.30,-5%,0.09,0.30,-0.33,,,
11337,4.25,4.50,94%,-0.25,-6%,0.06,0.25,-0.50,,,
8839,3.85,4.07,94%,-0.23,-6%,0.05,0.23,-0.57,,,
6851,4.25,4.50,94%,-0.25,-6%,0.06,0.25,-0.50,,,
4656,9.47,10.05,94%,-0.58,-6%,0.34,0.58,0.43,,,
4533,10.46,11.10,94%,-0.65,-6%,0.42,0.65,0.61,,,
7728,4.27,4.53,94%,-0.27,-6%,0.07,0.27,-0.49,,,
9611,39.83,42.32,94%,-2.49,-6%,6.20,2.49,5.81,,,
2264,8.62,9.17,94%,-0.54,-6%,0.29,0.54,0.28,,,
2193,4.94,5.26,94%,-0.31,-6%,0.10,0.31,-0.37,,,
6863,8.50,9.04,94%,-0.54,-6%,0.29,0.54,0.26,,,
10266,9.76,10.38,94%,-0.62,-6%,0.39,0.62,0.49,,,
11962,2.63,2.79,94%,-0.17,-6%,0.03,0.17,-0.78,,,
4923,3.67,3.91,94%,-0.24,-6%,0.06,0.24,-0.59,,,
3743,10.65,11.33,94%,-0.68,-6%,0.47,0.68,0.64,,,
12701,5.62,5.98,94%,-0.36,-6%,0.13,0.36,-0.25,,,
1335,2.96,3.15,94%,-0.19,-6%,0.04,0.19,-0.72,,,
12112,2.68,2.86,94%,-0.17,-6%,0.03,0.17,-0.77,,,
1368,2.47,2.63,94%,-0.16,-6%,0.03,0.16,-0.81,,,
10613,3.73,3.98,94%,-0.24,-6%,0.06,0.24,-0.58,,,
7281,3.73,3.98,94%,-0.25,-6%,0.06,0.25,-0.58,,,
10046,8.91,9.50,94%,-0.59,-6%,0.34,0.59,0.34,,,
1904,9.92,10.58,94%,-0.66,-6%,0.44,0.66,0.52,,,
11922,7.82,8.35,94%,-0.52,-6%,0.27,0.52,0.15,,,
7688,4.56,4.86,94%,-0.31,-6%,0.09,0.31,-0.44,,,
718,6.56,7.00,94%,-0.44,-6%,0.20,0.44,-0.08,,,
6272,6.00,6.41,94%,-0.41,-6%,0.17,0.41,-0.18,,,
8717,19.72,21.06,94%,-1.34,-6%,1.80,1.34,2.27,,,
8442,3.29,3.52,94%,-0.22,-6%,0.05,0.22,-0.66,,,
8221,2.74,2.92,94%,-0.19,-6%,0.03,0.19,-0.76,,,
12619,4.61,4.93,94%,-0.31,-6%,0.10,0.31,-0.42,,,
4980,4.92,5.26,94%,-0.34,-6%,0.11,0.34,-0.37,,,
6539,1.88,2.00,94%,-0.13,-6%,0.02,0.13,-0.91,,,
12912,4.18,4.47,94%,-0.29,-6%,0.08,0.29,-0.50,,,
7297,6.63,7.10,93%,-0.46,-7%,0.21,0.46,-0.06,,,
22,6.41,6.87,93%,-0.45,-7%,0.20,0.45,-0.10,,,
4726,3.03,3.25,93%,-0.22,-7%,0.05,0.22,-0.70,,,
4944,3.22,3.45,93%,-0.23,-7%,0.05,0.23,-0.67,,,
2568,4.35,4.67,93%,-0.32,-7%,0.10,0.32,-0.47,,,
5722,10.44,11.20,93%,-0.76,-7%,0.58,0.76,0.62,,,
1161,3.22,3.45,93%,-0.23,-7%,0.06,0.23,-0.67,,,
7158,4.65,4.99,93%,-0.34,-7%,0.12,0.34,-0.41,,,
5512,6.18,6.64,93%,-0.46,-7%,0.21,0.46,-0.14,,,
1916,4.25,4.57,93%,-0.31,-7%,0.10,0.31,-0.48,,,
4122,5.81,6.24,93%,-0.43,-7%,0.19,0.43,-0.20,,,
12534,3.00,3.22,93%,-0.22,-7%,0.05,0.22,-0.71,,,
11956,16.04,17.25,93%,-1.20,-7%,1.45,1.20,1.63,,,
12144,7.30,7.85,93%,-0.55,-7%,0.30,0.55,0.06,,,
12219,1.86,2.00,93%,-0.14,-7%,0.02,0.14,-0.91,,,
7903,2.53,2.73,93%,-0.19,-7%,0.04,0.19,-0.79,,,
2908,3.82,4.11,93%,-0.29,-7%,0.08,0.29,-0.56,,,
2101,6.29,6.77,93%,-0.48,-7%,0.23,0.48,-0.12,,,
688,8.76,9.43,93%,-0.67,-7%,0.45,0.67,0.33,,,
3926,10.73,11.56,93%,-0.83,-7%,0.69,0.83,0.68,,,
8070,3.63,3.91,93%,-0.28,-7%,0.08,0.28,-0.59,,,
7908,10.78,11.63,93%,-0.85,-7%,0.73,0.85,0.69,,,
11454,3.56,3.84,93%,-0.28,-7%,0.08,0.28,-0.61,,,
11086,3.59,3.88,93%,-0.29,-7%,0.08,0.29,-0.60,,,
13045,5.33,5.75,93%,-0.42,-7%,0.18,0.42,-0.29,,,
3006,12.35,13.34,93%,-0.99,-7%,0.97,0.99,0.98,,,
7872,3.98,4.30,92%,-0.32,-8%,0.11,0.32,-0.53,,,
8595,3.49,3.78,92%,-0.29,-8%,0.08,0.29,-0.62,,,
351,4.22,4.57,92%,-0.35,-8%,0.12,0.35,-0.48,,,
7413,11.38,12.32,92%,-0.94,-8%,0.88,0.94,0.81,,,
5876,8.55,9.27,92%,-0.72,-8%,0.51,0.72,0.30,,,
7038,4.91,5.32,92%,-0.41,-8%,0.17,0.41,-0.36,,,
12306,5.30,5.75,92%,-0.45,-8%,0.20,0.45,-0.29,,,
8619,5.15,5.59,92%,-0.43,-8%,0.19,0.43,-0.31,,,
4297,20.33,22.05,92%,-1.71,-8%,2.94,1.71,2.43,,,
478,5.57,6.05,92%,-0.47,-8%,0.22,0.47,-0.24,,,
2947,4.00,4.34,92%,-0.34,-8%,0.11,0.34,-0.52,,,
574,11.48,12.45,92%,-0.98,-8%,0.95,0.98,0.83,,,
8781,3.81,4.14,92%,-0.33,-8%,0.11,0.33,-0.56,,,
7959,7.47,8.12,92%,-0.64,-8%,0.41,0.64,0.11,,,
12343,4.66,5.06,92%,-0.40,-8%,0.16,0.40,-0.40,,,
715,3.72,4.04,92%,-0.32,-8%,0.10,0.32,-0.57,,,
4591,4.87,5.29,92%,-0.42,-8%,0.18,0.42,-0.36,,,
10568,8.19,8.90,92%,-0.72,-8%,0.51,0.72,0.24,,,
8063,6.36,6.93,92%,-0.57,-8%,0.32,0.57,-0.09,,,
6682,4.52,4.93,92%,-0.40,-8%,0.16,0.40,-0.42,,,
2423,12.00,13.08,92%,-1.08,-8%,1.16,1.08,0.94,,,
885,4.91,5.36,92%,-0.44,-8%,0.19,0.44,-0.35,,,
1149,5.76,6.28,92%,-0.52,-8%,0.27,0.52,-0.20,,,
9976,11.60,12.65,92%,-1.05,-8%,1.10,1.05,0.86,,,
1726,5.60,6.11,92%,-0.51,-8%,0.26,0.51,-0.23,,,
3068,4.64,5.06,92%,-0.42,-8%,0.18,0.42,-0.40,,,
10304,9.64,10.51,92%,-0.88,-8%,0.77,0.88,0.51,,,
2547,10.14,11.07,92%,-0.93,-8%,0.86,0.93,0.60,,,
962,5.48,5.98,92%,-0.50,-8%,0.25,0.50,-0.25,,,
10331,17.33,18.92,92%,-1.59,-8%,2.53,1.59,1.91,,,
2209,3.61,3.94,92%,-0.33,-8%,0.11,0.33,-0.59,,,
10427,19.58,21.39,92%,-1.81,-8%,3.27,1.81,2.32,,,
11661,11.43,12.48,92%,-1.06,-8%,1.12,1.06,0.84,,,
3129,5.77,6.31,91%,-0.54,-9%,0.29,0.54,-0.19,,,
8169,15.51,16.95,91%,-1.44,-9%,2.08,1.44,1.58,,,
10610,8.95,9.79,91%,-0.84,-9%,0.70,0.84,0.39,,,
569,2.79,3.06,91%,-0.26,-9%,0.07,0.26,-0.74,,,
8001,7.06,7.72,91%,-0.66,-9%,0.44,0.66,0.04,,,
6406,4.20,4.60,91%,-0.40,-9%,0.16,0.40,-0.48,,,
12888,6.33,6.93,91%,-0.60,-9%,0.36,0.60,-0.09,,,
2152,2.28,2.50,91%,-0.22,-9%,0.05,0.22,-0.83,,,
10313,5.79,6.34,91%,-0.55,-9%,0.30,0.55,-0.19,,,
7357,7.08,7.75,91%,-0.68,-9%,0.46,0.68,0.05,,,
5079,5.76,6.31,91%,-0.55,-9%,0.30,0.55,-0.19,,,
5130,6.86,7.52,91%,-0.67,-9%,0.45,0.67,0.01,,,
10101,10.50,11.53,91%,-1.03,-9%,1.07,1.03,0.68,,,
335,4.60,5.06,91%,-0.46,-9%,0.21,0.46,-0.40,,,
4835,2.51,2.76,91%,-0.25,-9%,0.06,0.25,-0.79,,,
10620,7.14,7.85,91%,-0.71,-9%,0.51,0.71,0.06,,,
10309,6.99,7.69,91%,-0.70,-9%,0.49,0.70,0.04,,,
8483,12.28,13.50,91%,-1.23,-9%,1.51,1.23,1.01,,,
6270,3.13,3.45,91%,-0.31,-9%,0.10,0.31,-0.67,,,
12139,2.60,2.86,91%,-0.26,-9%,0.07,0.26,-0.77,,,
3892,8.83,9.73,91%,-0.90,-9%,0.81,0.90,0.38,,,
11556,9.84,10.84,91%,-1.00,-9%,1.00,1.00,0.56,,,
6010,3.88,4.27,91%,-0.40,-9%,0.16,0.40,-0.53,,,
4353,3.64,4.01,91%,-0.37,-9%,0.14,0.37,-0.58,,,
10182,3.19,3.52,91%,-0.33,-9%,0.11,0.33,-0.66,,,
5680,5.57,6.14,91%,-0.57,-9%,0.33,0.57,-0.22,,,
3308,2.17,2.40,91%,-0.23,-9%,0.05,0.23,-0.85,,,
12375,3.36,3.71,91%,-0.35,-9%,0.12,0.35,-0.63,,,
11271,4.46,4.93,90%,-0.47,-10%,0.22,0.47,-0.42,,,
4968,11.86,13.11,90%,-1.25,-10%,1.56,1.25,0.94,,,
6642,2.85,3.15,90%,-0.30,-10%,0.09,0.30,-0.72,,,
9756,11.91,13.17,90%,-1.26,-10%,1.59,1.26,0.95,,,
11693,5.64,6.24,90%,-0.60,-10%,0.36,0.60,-0.20,,,
6336,5.49,6.08,90%,-0.58,-10%,0.34,0.58,-0.23,,,
10398,12.14,13.44,90%,-1.30,-10%,1.69,1.30,1.00,,,
11547,33.02,36.57,90%,-3.54,-10%,12.55,3.54,4.86,,,
3270,3.32,3.68,90%,-0.36,-10%,0.13,0.36,-0.63,,,
11885,13.05,14.46,90%,-1.41,-10%,1.98,1.41,1.17,,,
2465,4.86,5.39,90%,-0.53,-10%,0.28,0.53,-0.35,,,
1466,7.73,8.58,90%,-0.84,-10%,0.71,0.84,0.18,,,
12920,5.07,5.62,90%,-0.55,-10%,0.30,0.55,-0.31,,,
12373,2.01,2.23,90%,-0.22,-10%,0.05,0.22,-0.87,,,
3717,3.37,3.75,90%,-0.37,-10%,0.14,0.37,-0.62,,,
6280,6.96,7.72,90%,-0.76,-10%,0.58,0.76,0.04,,,
12474,6.01,6.67,90%,-0.66,-10%,0.44,0.66,-0.13,,,
1600,13.40,14.88,90%,-1.48,-10%,2.19,1.48,1.24,,,
13140,8.25,9.17,90%,-0.91,-10%,0.83,0.91,0.28,,,
8749,15.77,17.51,90%,-1.75,-10%,3.05,1.75,1.68,,,
818,6.54,7.26,90%,-0.72,-10%,0.53,0.72,-0.03,,,
5711,6.62,7.36,90%,-0.74,-10%,0.54,0.74,-0.02,,,
1891,7.53,8.38,90%,-0.85,-10%,0.72,0.85,0.15,,,
11562,3.60,4.01,90%,-0.41,-10%,0.17,0.41,-0.58,,,
3701,11.29,12.58,90%,-1.30,-10%,1.69,1.30,0.85,,,
8404,8.16,9.10,90%,-0.94,-10%,0.89,0.94,0.27,,,
1650,10.63,11.86,90%,-1.23,-10%,1.52,1.23,0.73,,,
7862,1.91,2.14,90%,-0.22,-10%,0.05,0.22,-0.89,,,
6945,9.33,10.41,90%,-1.08,-10%,1.18,1.08,0.49,,,
6871,4.00,4.47,90%,-0.47,-10%,0.22,0.47,-0.50,,,
1181,3.47,3.88,90%,-0.41,-10%,0.16,0.41,-0.60,,,
10858,5.05,5.65,89%,-0.60,-11%,0.36,0.60,-0.30,,,
8200,25.30,28.32,89%,-3.02,-11%,9.14,3.02,3.48,,,
3699,4.34,4.86,89%,-0.52,-11%,0.27,0.52,-0.44,,,
6601,6.30,7.06,89%,-0.76,-11%,0.58,0.76,-0.07,,,
12794,3.61,4.04,89%,-0.44,-11%,0.19,0.44,-0.57,,,
4043,7.41,8.31,89%,-0.90,-11%,0.81,0.90,0.14,,,
2086,12.42,13.93,89%,-1.51,-11%,2.27,1.51,1.08,,,
2806,10.78,12.09,89%,-1.31,-11%,1.71,1.31,0.77,,,
5235,2.87,3.22,89%,-0.35,-11%,0.12,0.35,-0.71,,,
2363,2.81,3.15,89%,-0.34,-11%,0.12,0.34,-0.72,,,
7731,6.26,7.03,89%,-0.77,-11%,0.59,0.77,-0.07,,,
6780,3.95,4.44,89%,-0.49,-11%,0.24,0.49,-0.51,,,
2872,2.75,3.09,89%,-0.34,-11%,0.12,0.34,-0.73,,,
3924,5.41,6.08,89%,-0.67,-11%,0.45,0.67,-0.23,,,
